Unnamed: 0,FirstName,LastName,StartDate,ExitDate,PositionTitle,Supervisor,ADEmail,Faculty,EmployeeStatus,EmployeeType,TerminationType,DOB,JobFunction,GenderCode,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,StaffType,EmploymentDuration_months,TerminationYear,TerminationMonth,TerminationYearMonth,TenureGroup,EmploymentStatus,StatusValidated,TerminationCategory,VoluntaryTermination,InvoluntaryTermination,ActiveStaff,RetirementCategory,TerminatedStaff,RetainedOver2Years,Total_Survey_Score,PerformanceGroup,EngagementGroup,SatisfactionGroup,Work-Life_BalanceGroup,Total_Survey_Group,Age,JobFunction_LE,PositionTitle_LE,TenureGroup_,Predicted_Terminated,Probability_Terminated
2257,Nathan,Schmitt,2021-06-30,2021-07-28,Senior Officer,Sarah Campbell,nathan.schmitt@bilearner.com,Faculty of Arts,Active,Part-Time,Voluntary,1977-01-05,Administration-Senior Officer,Male,4,2560,2022-10-19,5,1,5,Professional,0.9333333333333332,2021.0,7.0,2021-07,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.6666666666666665,High,High,Low,High,Medium,48,7,34,1,1,0.9997652
2258,Nathanial,Booth,2020-02-04,2021-01-29,Officer,Jorge Mayo,nathanial.booth@bilearner.com,Faculty of Engineering,Active,Contract,Resignation,1958-07-22,Administration-Officer,Male,3,3914,2023-03-15,3,5,3,Professional,12.0,2021.0,1.0,2021-01,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.6666666666666665,Medium,Medium,High,Medium,Medium,66,5,19,1,1,0.99996054
2259,Nathanial,Davis,2022-11-16,2023-03-21,Senior Research Officer,Donald Hamilton,nathanial.davis@bilearner.com,Faculty of Engineering,Terminated for Cause,Contract,Voluntary,1994-04-06,RTS-Senior Research Officer,Male,5,2853,2023-07-31,5,1,1,Professional,4.166666666666667,2023.0,3.0,2023-03,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.333333333333333,High,High,Low,Low,Low,31,60,36,1,1,0.99968755
2260,Nathen,Arias,2020-12-28,2021-01-30,Senior Lecturer,Craig Leblanc,nathen.arias@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Part-Time,Involuntary,1966-07-24,Senior Lecturer,Female,3,3647,2022-12-28,2,4,4,Academic,1.1,2021.0,1.0,2021-01,<1yr,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.333333333333333,Medium,Low,High,High,Medium,58,67,32,1,1,0.99885225
2261,Nayeli,Hood,2022-01-13,2023-04-11,Professor,Rachel Jones,nayeli.hood@bilearner.com,Faculty of Engineering,Voluntarily Terminated,Contract,Involuntary,1995-01-26,Professor,Male,3,3770,2023-05-06,1,3,3,Academic,15.1,2023.0,4.0,2023-04,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.333333333333333,Medium,Low,Medium,Medium,Low,30,45,20,2,1,0.9999523
2262,Nayeli,Keith,2019-08-02,,Assistant Lecturer,Kathryn Wolf,nayeli.keith@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1948-07-10,Assistant Lecturer,Male,1,2800,2023-06-20,1,2,2,Academic,70.5,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,1.6666666666666667,Low,Low,Low,Low,Low,76,8,5,4,0,0.00019922815
2263,Nayeli,Kelley,2018-12-20,2020-12-24,Research Fellow,Holly Nichols,nayeli.kelley@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Full-Time,Voluntary,1996-08-04,Research Fellow,Female,3,1175,2023-04-22,2,1,2,Academic,24.5,2020.0,12.0,2020-12,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,1.6666666666666667,Medium,Low,Low,Low,Low,28,66,25,2,1,0.99195766
2264,Ned,Miller,2018-11-01,2021-04-29,Associate Professor,James Guzman,ned.miller@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Contract,Involuntary,1978-12-06,Associate Professor,Male,3,1404,2023-02-18,1,2,2,Academic,30.33333333333333,2021.0,4.0,2021-04,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,1.6666666666666667,Medium,Low,Low,Low,Low,46,9,6,2,1,0.8407205
2265,Nehemiah,Hancock,2020-02-16,2022-01-09,Research Fellow,Alice Key,nehemiah.hancock@bilearner.com,Faculty of Engineering,Voluntarily Terminated,Part-Time,Involuntary,1947-08-31,Research Fellow,Male,2,3722,2023-06-01,1,5,5,Academic,23.1,2022.0,1.0,2022-01,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.6666666666666665,Low,Low,High,High,Medium,77,66,25,2,1,0.9664884
2266,Nehemiah,Leach,2021-11-14,2022-10-07,Research Fellow,Ashley Padilla,nehemiah.leach@bilearner.com,Faculty of Medicine,Active,Full-Time,Involuntary,1947-04-14,Research Fellow,Female,3,1525,2022-10-29,2,4,1,Academic,10.9,2022.0,10.0,2022-10,<1yr,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.333333333333333,Medium,Low,High,Low,Low,78,66,25,1,1,0.99991333
2267,Nehemiah,Rivas,2023-04-23,,Officer,Jennifer Cox,nehemiah.rivas@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1979-06-03,Student Services-Officer,Male,3,1159,2023-02-18,1,2,4,Professional,25.166666666666668,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,2.333333333333333,Medium,Low,Low,High,Low,45,75,19,2,0,0.09012372
2268,Neil,Dunn,2021-08-09,2023-06-16,Research Fellow,Michael Brown,neil.dunn@bilearner.com,Faculty of Medicine,Active,Part-Time,Retirement,1961-04-21,Research Fellow,Female,3,3354,2022-09-02,1,4,1,Academic,22.53333333333333,2023.0,6.0,2023-06,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.0,Medium,Low,High,Low,Low,64,66,25,2,1,0.96835816
2269,Neil,Patton,2022-02-12,,Assistant Lecturer,Mark Silva,neil.patton@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1955-08-02,Assistant Lecturer,Female,2,3150,2022-08-29,3,2,2,Academic,39.66666666666666,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.333333333333333,Low,Medium,Low,Low,Low,69,8,5,3,0,0.090336286
2270,Nelson,Carpenter,2022-12-17,,Professor,Emily Williamson,nelson.carpenter@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1943-03-22,Professor,Male,2,2869,2023-03-24,2,5,4,Academic,29.4,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Low,Low,High,High,Medium,82,45,20,2,0,0.20576702
2271,Nevaeh,Davila,2021-06-13,,Research Fellow,Sandra Pollard,nevaeh.davila@bilearner.com,Faculty of Arts,Active,Full-Time,Unk,1993-06-16,Research Fellow,Male,3,1181,2023-07-05,5,5,4,Academic,47.8,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,4.666666666666667,Medium,High,High,High,High,31,66,25,3,0,0.00684831
2272,Nevaeh,Lucas,2018-11-20,2020-06-21,Manager,Bryan Douglas,nevaeh.lucas@bilearner.com,Faculty of Medicine,Active,Full-Time,Voluntary,2000-02-25,Student Services-Manager,Female,1,3500,2023-05-14,4,1,4,Professional,19.3,2020.0,6.0,2020-06,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.0,Low,High,Low,High,Medium,25,74,18,2,1,0.99989104
2273,Nevaeh,Mcmillan,2021-03-03,2022-04-12,Senior Lecturer,Laura Wong,nevaeh.mcmillan@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Part-Time,Voluntary,1971-11-30,Senior Lecturer,Male,3,3402,2023-04-23,1,4,4,Academic,13.5,2022.0,4.0,2022-04,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.0,Medium,Low,High,High,Medium,53,67,32,2,1,0.9991602
2274,Nevaeh,Ponce,2021-11-29,2022-05-31,Executive Assistant,Tiffany Cantrell,nevaeh.ponce@bilearner.com,Faculty of Medicine,Terminated for Cause,Full-Time,Resignation,1985-06-01,Administration-Executive Assistant,Female,3,1652,2023-06-09,1,4,4,Professional,6.1,2022.0,5.0,2022-05,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.0,Medium,Low,High,High,Medium,39,2,12,1,1,0.9991698
2275,Nevaeh,Soto,2023-01-15,,Manager,Jessica Chang,nevaeh.soto@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1982-01-12,RTS-Manager,Male,4,3472,2023-07-26,5,5,4,Professional,28.433333333333334,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,4.666666666666667,High,High,High,High,High,43,50,18,2,0,0.051483486
2276,Neveah,Bird,2021-07-05,,Research Fellow,Richard Davis,neveah.bird@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1945-11-19,Research Fellow,Male,5,2770,2023-02-25,1,2,3,Academic,47.06666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.0,High,Low,Low,Medium,Low,79,66,25,3,0,0.064358234
2277,Neveah,Rowe,2022-05-28,2023-02-24,Assistant Lecturer,Dawn Perez,neveah.rowe@bilearner.com,Faculty of Medicine,Future Start,Contract,Retirement,1954-07-11,Assistant Lecturer,Male,2,3537,2022-09-09,4,2,5,Academic,9.066666666666666,2023.0,2.0,2023-02,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,3.6666666666666665,Low,High,Low,High,Medium,70,8,5,1,1,0.9986179
2278,Neville,Tredinnick,2021-03-26,,Senior Research Fellow,Mary Mcmillan,neville.tredinnick@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1984-05-26,Senior Research Fellow,Male,3,3815,2023-02-23,1,5,3,Academic,50.43333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,Low,High,Medium,Medium,41,68,35,3,0,0.0026956238
2279,Nia,Nicholson,2021-06-12,,Research Fellow,Angela Garcia,nia.nicholson@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1967-09-05,Research Fellow,Female,3,1300,2022-10-07,1,3,1,Academic,47.833333333333336,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,1.6666666666666667,Medium,Low,Medium,Low,Low,57,66,25,3,0,0.094080225
2280,Nicholas,Obrien,2019-02-13,,Senior Research Officer,Victoria Christian DDS,nicholas.obrien@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1960-06-06,RTS-Senior Research Officer,Male,2,3557,2023-04-20,4,5,2,Professional,76.16666666666667,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Low,High,High,Low,Medium,64,60,36,4,0,0.0010653747
2281,Nick,Daniels,2022-12-02,2023-04-08,Professor,Sara Smith,nick.daniels@bilearner.com,Faculty of Medicine,Active,Part-Time,Resignation,1956-03-09,Professor,Female,3,1790,2022-10-11,4,5,4,Academic,4.233333333333333,2023.0,4.0,2023-04,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,4.333333333333333,Medium,High,High,High,High,69,45,20,1,1,0.9993876
2282,Nick,Merritt,2021-05-24,,Officer,Lisa Walton,nick.merritt@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1986-09-12,Library-Officer,Female,3,1571,2023-06-04,3,2,4,Professional,48.46666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,Medium,Low,High,Medium,38,39,19,3,0,0.107378826
2283,Nick,Palmer,2023-01-14,,Research Fellow,Sandra Reed,nick.palmer@bilearner.com,Faculty of Arts,Active,Contract,Unk,1967-05-24,Research Fellow,Male,2,3083,2023-02-24,4,4,3,Academic,28.466666666666665,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Low,High,High,Medium,Medium,58,66,25,2,0,0.078881614
2284,Nickolas,Davila,2018-11-09,2021-10-10,Associate Professor (Research),Debra Morales,nickolas.davila@bilearner.com,Faculty of Arts,Active,Contract,Voluntary,1992-04-05,Associate Professor (Research),Male,3,1023,2023-01-17,4,4,3,Academic,35.53333333333333,2021.0,10.0,2021-10,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.6666666666666665,Medium,High,High,Medium,Medium,33,10,7,2,1,0.94742423
2285,Nickolas,Guzman,2021-06-13,2021-06-20,Project Officer,Marissa Clarke,nickolas.guzman@bilearner.com,Faculty of Arts,Active,Contract,Retirement,1985-04-21,RTS-Project Officer,Female,3,1503,2022-10-24,2,2,4,Professional,0.2333333333333333,2021.0,6.0,2021-06,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.6666666666666665,Medium,Low,Low,High,Low,40,53,23,1,1,0.9994068
2286,Nickolas,Stephens,2018-11-13,,Lecturer,Taylor Cohen,nickolas.stephens@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1971-03-25,Lecturer,Male,1,2406,2023-02-24,1,4,4,Academic,79.23333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Low,Low,High,High,Medium,54,37,16,4,0,8.329364e-05
2287,Nickolas,West,2019-11-05,2022-04-16,Officer,Sue Harper,nickolas.west@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Full-Time,Involuntary,1961-03-11,Library-Officer,Female,4,3694,2023-03-20,3,3,5,Professional,29.766666666666666,2022.0,4.0,2022-04,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.6666666666666665,High,Medium,Medium,High,Medium,64,39,19,2,0,0.48614347
2288,Nico,Villarreal,2022-05-12,,Research Fellow,Christopher White,nico.villarreal@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1991-01-28,Research Fellow,Female,3,2033,2022-10-10,4,1,5,Academic,36.7,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,Medium,High,Low,High,Medium,34,66,25,3,0,0.07864072
2289,Nicole,Stone,2022-02-17,2023-02-14,Manager,Charles Massey,nicole.stone@bilearner.com,Faculty of Arts,Active,Contract,Retirement,1993-12-25,Administration-Manager,Female,3,1547,2022-09-24,4,4,4,Professional,12.066666666666666,2023.0,2.0,2023-02,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,4.0,Medium,High,High,High,High,31,4,18,2,1,0.9998913
2290,Nikhil,Cummings,2019-04-15,2023-05-10,Senior Lecturer,Kristin White,nikhil.cummings@bilearner.com,Faculty of Engineering,Active,Contract,Voluntary,1978-03-30,Senior Lecturer,Female,2,2115,2023-01-25,5,2,1,Academic,49.53333333333333,2023.0,5.0,2023-05,3-5yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.6666666666666665,Low,High,Low,Low,Low,47,67,32,3,1,0.8307341
2291,Nikhil,Pineda,2020-01-22,2022-10-26,Project Manager,Miss Andrea Robertson,nikhil.pineda@bilearner.com,Faculty of Medicine,Active,Full-Time,Involuntary,1994-07-20,RTS-Project Manager,Male,3,1638,2023-05-08,2,4,5,Professional,33.6,2022.0,10.0,2022-10,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.6666666666666665,Medium,Low,High,High,Medium,30,52,22,2,1,0.74211437
2292,Nikhil,Rivas,2021-04-15,,Research Fellow,Amanda Jones,nikhil.rivas@bilearner.com,Faculty of Arts,Active,Contract,Unk,1964-12-14,Research Fellow,Male,3,2057,2023-05-06,4,1,3,Academic,49.766666666666666,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,High,Low,Medium,Low,60,66,25,3,0,0.010115528
2293,Niko,Durham,2021-06-16,2021-11-23,Senior Research Fellow,Alec Taylor,niko.durham@bilearner.com,Faculty of Engineering,Active,Full-Time,Resignation,1945-05-20,Senior Research Fellow,Female,3,1355,2023-01-28,2,2,3,Academic,5.333333333333333,2021.0,11.0,2021-11,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.333333333333333,Medium,Low,Low,Medium,Low,80,68,35,1,1,0.9998828
2294,Niko,Hamilton,2019-10-29,,Assistant Lecturer,Sarah King,niko.hamilton@bilearner.com,Faculty of Arts,Active,Contract,Unk,1955-07-06,Assistant Lecturer,Male,3,1030,2023-01-03,4,4,1,Academic,67.56666666666666,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,High,High,Low,Medium,69,8,5,4,0,0.00029628375
2295,Nikolas,Hancock,2023-04-14,,Research Fellow,Dale Morgan,nikolas.hancock@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1974-07-27,Research Fellow,Female,3,1529,2023-04-28,3,1,3,Academic,25.466666666666665,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,2.333333333333333,Medium,Medium,Low,Medium,Low,50,66,25,2,0,0.32805267
2296,Nilson,Fernandes,2023-07-17,2023-08-03,Lecturer,Jeffrey Saunders,nilson.fernandes@bilearner.com,Faculty of Engineering,Active,Contract,Involuntary,1999-08-02,Lecturer,Male,3,1097,2022-10-31,1,2,5,Academic,0.5666666666666667,2023.0,8.0,2023-08,<1yr,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.6666666666666665,Medium,Low,Low,High,Low,25,37,16,1,1,0.9999254
2297,Nina,Panjwani,2018-10-11,2022-05-04,Manager,Matthew Hawkins,nina.panjwani@bilearner.com,Faculty of Arts,Voluntarily Terminated,Part-Time,Voluntary,1945-07-17,MC-Manager,Female,3,1961,2022-12-21,2,3,1,Professional,43.36666666666667,2022.0,5.0,2022-05,3-5yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.0,Medium,Low,Medium,Low,Low,79,41,18,3,1,0.698076
2298,Noah,Villanueva,2023-04-23,,Senior Lecturer,Samuel Reyes,noah.villanueva@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1956-09-27,Senior Lecturer,Male,4,2584,2023-07-20,4,4,5,Academic,25.166666666666668,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,4.333333333333333,High,High,High,High,High,68,67,32,2,0,0.07138125
2299,Noe,Glenn,2021-09-08,,Lecturer,Joshua Watkins,noe.glenn@bilearner.com,Faculty of Arts,Active,Contract,Unk,1946-08-12,Lecturer,Male,3,1459,2022-09-10,5,2,5,Academic,44.9,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,4.0,Medium,High,Low,High,High,78,37,16,3,0,0.029196316
2300,Noe,Mann,2020-09-15,2022-01-06,Research Officer,Felicia Bailey,noe.mann@bilearner.com,Faculty of Arts,Active,Part-Time,Involuntary,1946-03-04,RTS-Research Officer,Male,3,1353,2022-10-11,5,1,5,Professional,15.933333333333334,2022.0,1.0,2022-01,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.6666666666666665,Medium,High,Low,High,Medium,79,54,26,2,1,0.9999505
2301,Noel,Ramirez,2023-03-22,2023-07-14,Officer,Mr. Nicholas Austin,noel.ramirez@bilearner.com,Faculty of Engineering,Active,Part-Time,Involuntary,1994-10-12,Library-Officer,Male,2,3620,2022-08-29,1,2,2,Professional,3.8,2023.0,7.0,2023-07,<1yr,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,1.6666666666666667,Low,Low,Low,Low,Low,30,39,19,1,1,0.9997434
2302,Noelle,Johnson,2023-07-12,,Senior Lecturer,George Willis,noelle.johnson@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1989-01-29,Senior Lecturer,Female,3,3950,2022-10-18,2,3,5,Academic,22.5,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,0,3.333333333333333,Medium,Low,Medium,High,Medium,36,67,32,2,0,0.111116596
2303,Noelle,Levy,2019-12-01,2022-12-25,Lecturer,Robert Simmons,noelle.levy@bilearner.com,Faculty of Medicine,Active,Contract,Involuntary,1954-08-03,Lecturer,Male,3,3684,2023-04-16,5,5,3,Academic,37.333333333333336,2022.0,12.0,2022-12,3-5yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,4.333333333333333,Medium,High,High,Medium,High,70,37,16,3,1,0.94218546
2304,Noemi,Brewer,2022-05-06,2022-09-26,Senior Technical Officer,Jacob Hamilton,noemi.brewer@bilearner.com,Faculty of Medicine,Active,Contract,Involuntary,1991-06-16,RTS-Senior Technical Officer,Female,3,3883,2023-03-13,2,2,1,Professional,4.766666666666667,2022.0,9.0,2022-09,<1yr,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,1.6666666666666667,Medium,Low,Low,Low,Low,33,62,41,1,1,0.99973553
2305,Noemi,Randall,2020-01-08,,Research Fellow,Adam Harmon,noemi.randall@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1991-08-14,Research Fellow,Female,3,1256,2022-10-24,4,4,2,Academic,65.2,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,Medium,High,High,Low,Medium,33,66,25,4,0,0.0009329049
2306,Nola,Bullock,2020-10-30,2022-07-28,Senior Officer,Debra Green,nola.bullock@bilearner.com,Faculty of Medicine,Active,Full-Time,Involuntary,1974-05-06,Teaching Support-Senior Officer,Female,2,2362,2023-01-21,5,4,5,Professional,21.2,2022.0,7.0,2022-07,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,4.666666666666667,Low,High,High,High,High,51,81,34,2,1,0.9994429
2307,Nola,Gillespie,2022-03-06,,Research Fellow,Angela Reese,nola.gillespie@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1951-06-25,Research Fellow,Male,3,1806,2022-08-05,1,2,5,Academic,38.93333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,Low,Low,High,Low,73,66,25,3,0,0.09321043
2308,Nola,Moss,2021-04-25,2022-10-25,Assistant Lecturer,David Wu,nola.moss@bilearner.com,Faculty of Medicine,Terminated for Cause,Contract,Involuntary,1944-02-05,Assistant Lecturer,Female,3,1630,2023-02-25,4,3,2,Academic,18.266666666666666,2022.0,10.0,2022-10,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.0,Medium,High,Medium,Low,Medium,81,8,5,2,1,0.9996145
2309,Nola,Sellers,2020-10-02,,Senior Officer,Stephen Lester,nola.sellers@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1986-12-25,Teaching Support-Senior Officer,Female,5,2103,2023-02-16,1,4,5,Professional,56.266666666666666,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,High,Low,High,High,Medium,38,81,34,3,0,0.0011438166
2310,Nolan,Perez,2019-08-22,2022-03-25,Senior Officer,Joshua Daniels,nolan.perez@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Part-Time,Involuntary,1982-11-17,RTS-Senior Officer,Female,3,1039,2022-12-03,2,4,5,Professional,31.53333333333333,2022.0,3.0,2022-03,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.6666666666666665,Medium,Low,High,High,Medium,42,59,34,2,1,0.79451436
2311,Nore,Sadki,2019-01-01,,Executive Assistant,Patricia Carter,nore.sadki@bilearner.com,Faculty of Arts,Active,Contract,Unk,1946-10-15,Administration-Executive Assistant,Male,4,3563,2023-01-31,4,1,3,Professional,77.6,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,High,High,Low,Medium,Low,78,2,12,4,0,7.744064e-05
2312,Nyla,Schwartz,2020-09-14,2023-05-30,Officer,Cindy Schneider,nyla.schwartz@bilearner.com,Faculty of Medicine,Terminated for Cause,Full-Time,Involuntary,1971-01-10,Library-Officer,Female,2,2345,2023-01-14,2,1,5,Professional,32.93333333333333,2023.0,5.0,2023-05,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.6666666666666665,Low,Low,Low,High,Low,54,39,19,2,0,0.07032195
2313,Nylah,Hood,2019-07-22,,Officer,Brenda Salas,nylah.hood@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1991-06-14,Administration-Officer,Male,2,2527,2022-10-28,3,4,5,Professional,70.86666666666666,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,4.0,Low,Medium,High,High,High,33,5,19,4,0,0.0001020481
2314,Octavio,Hicks,2023-03-23,2023-03-28,Assistant Lecturer,Jasmine Mclaughlin,octavio.hicks@bilearner.com,Faculty of Arts,Active,Contract,Voluntary,2000-10-05,Assistant Lecturer,Male,3,1644,2023-04-01,3,1,1,Academic,0.1666666666666666,2023.0,3.0,2023-03,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,1.6666666666666667,Medium,Medium,Low,Low,Low,24,8,5,1,1,0.9986167
2315,Odin,Camacho,2020-01-13,,Officer,Amanda Young,odin.camacho@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1991-11-04,Administration-Officer,Female,3,3391,2023-07-05,4,3,1,Professional,65.03333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,High,Medium,Low,Low,33,5,19,4,0,0.00068733643
2316,Odin,Heath,2022-03-29,2023-07-24,Senior Lecturer,Christopher Sullivan,odin.heath@bilearner.com,Faculty of Engineering,Active,Part-Time,Resignation,1990-10-08,Senior Lecturer,Male,3,1601,2023-01-05,4,2,5,Academic,16.066666666666666,2023.0,7.0,2023-07,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.6666666666666665,Medium,High,Low,High,Medium,34,67,32,2,1,0.9998729
2317,Odin,Key,2018-12-22,,Senior Research Fellow,Michael Whitehead,odin.key@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1951-10-08,Senior Research Fellow,Male,4,2545,2023-02-12,3,2,3,Academic,77.93333333333334,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,High,Medium,Low,Medium,Low,73,68,35,4,0,0.00023099648
2318,Odin,Sampson,2021-11-29,,Research Fellow,Anthony Luna,odin.sampson@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1970-08-27,Research Fellow,Male,5,2456,2022-09-22,4,5,3,Academic,42.16666666666666,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,4.0,High,High,High,Medium,High,54,66,25,3,0,0.029513342
2319,Oliver,Dalton,2022-11-28,,Research Officer,Courtney Poole,oliver.dalton@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1987-11-16,RTS-Research Officer,Female,1,3062,2023-05-20,3,4,1,Professional,30.03333333333333,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Low,Medium,High,Low,Low,37,54,26,2,0,0.15377724
2320,Oliver,Richardson,2018-10-30,,Associate Professor,Vicki Ortega,oliver.richardson@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1976-10-13,Associate Professor,Female,3,2075,2023-02-27,4,5,2,Academic,79.7,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Medium,High,High,Low,Medium,48,9,6,4,0,0.00566343
2321,Olivia,Goodman,2022-09-03,,Senior Lecturer,Kim Murphy,olivia.goodman@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1954-08-24,Senior Lecturer,Male,1,2521,2023-06-07,4,4,4,Academic,32.9,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,4.0,Low,High,High,High,High,70,67,32,2,0,0.09683598
